30/12/2014,4,90,,141230164756,,,Esporte e Lazer,
30/12/2014,2,789,,141230164756,,,Esporte e Lazer,
29/12/2014,7,6445-100,,,AMBIENTE LIVRE,,,
29/12/2014,7,6445-100,,,AMBIENTE LIVRE,,,
29/12/2014,7,6445-100,,,AMBIENTE LIVRE,,,
29/12/2014,6,852,,,,,,
29/12/2014,2,775,,,AMBIENTE LIVRE,,,
